sentence1,sentence2,score
"Many of the changes are improvements to the original plan , Libeskind said .","Many of the changes are improvements to the original plan , Libeskind said .",0.0
"Singapore is already the United States ' 12th-largest trading partner , with two-way trade totaling more than $ 34 billion .","Singapore is already the United States ' 12th-largest trading partner , with two-way trade totaling more than $ 34 billion .",0.0
"Strong Financial released a statement Wednesday night : "" We are in the process of a thorough internal review .","Strong Financial released a statement Wednesday night : "" We are in the process of a thorough internal review .",0.0
Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,0.0
"Before the meeting , Putin said Russia regards Saudi Arabia as a key Muslim state .","Before the meeting , Putin said Russia regards Saudi Arabia as a key Muslim state .",0.0
"Asked about other possible attacks , Roberts said : “ I don ’ t think there ’ s any question about it that they ’ re going to be very global in nature .","Asked about other possible attacks , Roberts said : “ I don ’ t think there ’ s any question about it that they ’ re going to be very global in nature .",0.0
"Imagine , one said , what a bullet would do in someone 's brain .","Imagine , one said , what a bullet would do in someone 's brain .",0.0
"Senator Hill appeared completely unaware of the issue , which has been of serious concern to US , Australian and British intelligence officers .","Senator Hill appeared completely unaware of the issue , which has been of serious concern to US , Australian and British intelligence officers .",0.0
"The arrests came two days after Ken Livingstone , the London Mayor , claimed police and security services had foiled four terrorist attacks on the capital .","The arrests came two days after Ken Livingstone , the London Mayor , claimed police and security services had foiled four terrorist attacks on the capital .",0.0
Moore has said he plans to appeal the matter to the U.S. Supreme Court .,Moore has said he plans to appeal the matter to the U.S. Supreme Court .,0.0
"Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora67 , "" to extend the contest until 6 p.m. EDT Sunday .","Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora67 , "" to extend the contest until 6 p.m. EDT Sunday .",0.0
"Wild rock legend Ozzy Osbourne could be kept in intensive care for “ several days ” following his quad bike accident , his doctor said tonight .","Wild rock legend Ozzy Osbourne could be kept in intensive care for “ several days ” following his quad bike accident , his doctor said tonight .",0.0
"The trial , featuring 125 witnesses , could continue until the start of 2004 .","The trial , featuring 125 witnesses , could continue until the start of 2004 .",0.0
Workers ' taxable income then is reduced by that amount .,Workers ' taxable income then is reduced by that amount .,0.0
"They were released to authorities after officers delivered the soda to the gunman , using a long stick to pass the six-pack through a door .","They were released to authorities after officers delivered the soda to the gunman , using a long stick to pass the six-pack through a door .",0.0
"On Oct. 10 , an 18-year-old freshman from Dayton , Ohio , climbed over the same 10th-floor ledge and plunged to his death .","On Oct. 10 , an 18-year-old freshman from Dayton , Ohio , climbed over the same 10th-floor ledge and plunged to his death .",0.0
"Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .","Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .",0.0
He urged the US to provide clear rules on what would happen at possible trials .,He urged the US to provide clear rules on what would happen at possible trials .,0.0
Security assessments of these facilities should take place every three years .,Security assessments of these facilities should take place every three years .,0.0
"The contact between the delegations ended a diplomatic drought between the two nations , at odds over the nuclear program and U.S. demands that it cease immediately .","The contact between the delegations ended a diplomatic drought between the two nations , at odds over the nuclear program and U.S. demands that it cease immediately .",0.0
""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",0.0
"Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .","Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .",0.0
"IDEC shareholders would own 50.5 percent of the stock of the combined company , and Biogen shareholders the remaining 49.5 percent .","IDEC shareholders would own 50.5 percent of the stock of the combined company , and Biogen shareholders the remaining 49.5 percent .",0.0
"Instead of being reprimanded by court security officers , a senior policeman smiled and shook Mr Lacsynski 's hand and patted him on the shoulder .","Instead of being reprimanded by court security officers , a senior policeman smiled and shook Mr Lacsynski 's hand and patted him on the shoulder .",0.0
"In 2001 , the number of death row inmates nationally fell for the first time in a generation .","In 2001 , the number of death row inmates nationally fell for the first time in a generation .",0.0
Material from the Associated Press supplemented this report .,Material from the Associated Press supplemented this report .,0.0
""" Martha Stewart is not being prosecuted for who she is but for what she did . """,""" Martha Stewart is not being prosecuted for who she is but for what she did . """,0.0
""" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , "" SCO Group said in an answer filed to an IBM court filing .",""" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , "" SCO Group said in an answer filed to an IBM court filing .",0.0
Attorneys for the Roman Catholic archdiocese and nearly 250 alleged victims began meeting last week to reach an out-of-court settlement .,Attorneys for the Roman Catholic archdiocese and nearly 250 alleged victims began meeting last week to reach an out-of-court settlement .,0.0
"Cindy Cohn , legal director for the Electronic Frontier Foundation , said that portion of the DMCA gives too much leeway to copyright holders .","Cindy Cohn , legal director for the Electronic Frontier Foundation , said that portion of the DMCA gives too much leeway to copyright holders .",0.0
And although he has acted in period dramas before in screen versions of Jane Austens Persuasion and Charlotte Brontes Jane Eyre Henchard is a breed apart .,And although he has acted in period dramas before in screen versions of Jane Austens Persuasion and Charlotte Brontes Jane Eyre Henchard is a breed apart .,0.0
"Proceedings were taken up with prosecutors outlining their case against Amrozi , reading a 33-page accusation letter to the court .","Proceedings were taken up with prosecutors outlining their case against Amrozi , reading a 33-page accusation letter to the court .",0.0
"A further 10 million shares were transferred to a charitable trust , after which they were also sold .","A further 10 million shares were transferred to a charitable trust , after which they were also sold .",0.0
"It is important for a process to be put into place , he said , that would permit a smooth transition from war to peace .","It is important for a process to be put into place , he said , that would permit a smooth transition from war to peace .",0.0
""" We are confident that this issue will be behind us by mid-year , "" said Nestle spokesman Francois Perroud , who declined to comment further .",""" We are confident that this issue will be behind us by mid-year , "" said Nestle spokesman Francois Perroud , who declined to comment further .",0.0
"But it now has 600 fewer stores - about 1,500 in all - and a $ 2 billion loan to compete against bigger merchants .","But it now has 600 fewer stores - about 1,500 in all - and a $ 2 billion loan to compete against bigger merchants .",0.0
"Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .","Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .",0.0
"When it rains, some animals will move to seek shelter.","When it rains, some animals will move to seek shelter.",0.0
Diffusion is the moving of particles from areas of high concentration to areas of low concentration.,Diffusion is the moving of particles from areas of high concentration to areas of low concentration.,0.0
Co2 gas is released into the atmosphere when fossil fuels are burned.,Co2 gas is released into the atmosphere when fossil fuels are burned.,0.0
"As the volume is constant, the increase in the temperature of the gas causes a rise in its pressure.","As the volume is constant, the increase in the temperature of the gas causes a rise in its pressure.",0.0
Enrico fermi is the name of the scientist who named neutrinos.,Enrico fermi is the name of the scientist who named neutrinos.,0.0
"Analgesics Analogous Of structures (e.g., molecules, organs) in different species having similar function(s) but inherited from different precursors.","Analgesics Analogous Of structures (e.g., molecules, organs) in different species having similar function(s) but inherited from different precursors.",0.0
"The luminescence signal can be stimulated in the laboratory by heating (thermoluminescence, TL) or by exposure to intense light, either from the visible spectrum (optically stimulated luminescence, OSL) or from the infrared (infrared stimulated luminescence, IRSL).","The luminescence signal can be stimulated in the laboratory by heating (thermoluminescence, TL) or by exposure to intense light, either from the visible spectrum (optically stimulated luminescence, OSL) or from the infrared (infrared stimulated luminescence, IRSL).",0.0
The right atrium of the human heart pumps the blood to the right ventricle.,The right atrium of the human heart pumps the blood to the right ventricle.,0.0
This constituted proof that a strong gravitational field slows down time processes.,This constituted proof that a strong gravitational field slows down time processes.,0.0
You can use night goggles to see infrared light.,You can use night goggles to see infrared light.,0.0
An image is a copy of an image formed by reflection or refraction.,An image is a copy of an image formed by reflection or refraction.,0.0
An image is a copy or reflection of something.,An image is a copy or reflection of something.,0.0
"Phototropism and gravitropism function to differentially adjust the position of the plant's major organ systems so that, regardless of how the seed is orientated in the soil, the shoot grows up into the sunlight and the roots grow down into the soil for water and mineral absorption.","Phototropism and gravitropism function to differentially adjust the position of the plant's major organ systems so that, regardless of how the seed is orientated in the soil, the shoot grows up into the sunlight and the roots grow down into the soil for water and mineral absorption.",0.0
The term half-life decribes the amount of time required for half of the original material to decay in an isotope.,The term half-life decribes the amount of time required for half of the original material to decay in an isotope.,0.0
The right atrium of the human heart pumps the blood to the right ventricle.,The right atrium of the human heart pumps the blood to the right ventricle.,0.0
"Students can use the collected information to compare weather (high and low temperatures, total precipitation, sky conditions, etc.) in different places.","Students can use the collected information to compare weather (high and low temperatures, total precipitation, sky conditions, etc.) in different places.",0.0
c) Isotopes are atoms of an element that have different numbers of protons.,c) Isotopes are atoms of an element that have different numbers of protons.,0.0
Invasive Exotic Species.,Invasive Exotic Species.,0.0
Precipitation are a natural process that allows water to return again to the earth’s surface.,Precipitation are a natural process that allows water to return again to the earth’s surface.,0.0
A voltaic cell generates an electric current through a reaction known as a(n) spontaneous redox.,A voltaic cell generates an electric current through a reaction known as a(n) spontaneous redox.,0.0
nonrenewable natural resources (e.g..,nonrenewable natural resources (e.g..,0.0
Ovulation is when one or more eggs are released from the ovary and is the fertile time of your menstrual cycle .,Ovulation is when one or more eggs are released from the ovary and is the fertile time of your menstrual cycle .,0.0
"If two atoms share six electrons, the bond is called a triple bond .","If two atoms share six electrons, the bond is called a triple bond .",0.0
Ground tissue makes up most of the inside of a plant.,Ground tissue makes up most of the inside of a plant.,0.0
Do NOT use artificial selection.,Do NOT use artificial selection.,0.0
The main advantage of urea is its very low toxicity.,The main advantage of urea is its very low toxicity.,0.0
Contour lines show the three-dimensional shape of land.,Contour lines show the three-dimensional shape of land.,0.0
F.1.1 Outline the classification of living organisms into three domains.,F.1.1 Outline the classification of living organisms into three domains.,0.0
"Winter is an good time to feed birds, explained Edge, because birds have only short days to find enough food to keep them warm and alive through the long, cold winter nights.","Winter is an good time to feed birds, explained Edge, because birds have only short days to find enough food to keep them warm and alive through the long, cold winter nights.",0.0
"The SI unit of electric potential is the volt (in honor of Alessandro Volta), which is why a difference in electric potential between two points is known as voltage.","The SI unit of electric potential is the volt (in honor of Alessandro Volta), which is why a difference in electric potential between two points is known as voltage.",0.0
His given names were Enrico Napoleone.,His given names were Enrico Napoleone.,0.0
At least 20 percent of the world’s people do not have a ready supply of clean drinking water.,At least 20 percent of the world’s people do not have a ready supply of clean drinking water.,0.0
"when an object strikes another object in an inelastic collision (and yes, the collision is inelastic, unless you believe both walker and shell are going to BOUNCE off  one another harmlessly), momentum is conserved but not kinetic energy (ref.","when an object strikes another object in an inelastic collision (and yes, the collision is inelastic, unless you believe both walker and shell are going to BOUNCE off  one another harmlessly), momentum is conserved but not kinetic energy (ref.",0.0
Solar and wind are still expensive compared to fossil fuels.,Solar and wind are still expensive compared to fossil fuels.,0.0
Balancing chemical equations literally means counting the number of times atom symbols appear in the reactants and products to make sure the counts are the same on both sides.,Balancing chemical equations literally means counting the number of times atom symbols appear in the reactants and products to make sure the counts are the same on both sides.,0.0
They breathe nitrogen instead of oxygen.,They breathe nitrogen instead of oxygen.,0.0
Gravitropism ensures that roots grow into the soil and that shoots grow toward sunlight.,Gravitropism ensures that roots grow into the soil and that shoots grow toward sunlight.,0.0
This belief was based on the observable fact that mercury was the only metal liquid at room temperature.,This belief was based on the observable fact that mercury was the only metal liquid at room temperature.,0.0
"With more resistance in a circuit, less electricity will flow through the circuit.","With more resistance in a circuit, less electricity will flow through the circuit.",0.0
"Based upon the work done by many astronomers in the early part of the twentieth century, we now classify galaxies into three basic types, spiral, elliptical, and irregular .","Based upon the work done by many astronomers in the early part of the twentieth century, we now classify galaxies into three basic types, spiral, elliptical, and irregular .",0.0
The methanogens are characterized by their ability to harvest energy by converting H2 and CO2 into methane gas.,The methanogens are characterized by their ability to harvest energy by converting H2 and CO2 into methane gas.,0.0
"Porpoises, divided into six species, live in all oceans, mostly near the shore.","Porpoises, divided into six species, live in all oceans, mostly near the shore.",0.0
focus on the pupil when they open their eyes.,focus on the pupil when they open their eyes.,0.0
"Looking at the paleologic record (really old rocks), scientists have discovered that the magnetic North Pole has completely switched with the magnetic South Pole several times.","Looking at the paleologic record (really old rocks), scientists have discovered that the magnetic North Pole has completely switched with the magnetic South Pole several times.",0.0
The male reproductive system consists of structures that produce sperm and secrete testosterone.,The male reproductive system consists of structures that produce sperm and secrete testosterone.,0.0
Hagfishes have a skull made of cartilage.,Hagfishes have a skull made of cartilage.,0.0
"Living organisms are comprised of organic compounds, which are molecules built around carbon.","Living organisms are comprised of organic compounds, which are molecules built around carbon.",0.0
"First, your mind is sending signals to your body.","First, your mind is sending signals to your body.",0.0
Respiratory acidosis is considered to be problematic because excess co2 in blood.,Respiratory acidosis is considered to be problematic because excess co2 in blood.,0.0
Carbon atoms are bonded to as many hydrogen atoms as possible in saturated fatty acids.,Carbon atoms are bonded to as many hydrogen atoms as possible in saturated fatty acids.,0.0
Back to Top Circadian Rhythms Circadian rhythms pertain to changes in body function that occur throughout a 24-hour period.,Back to Top Circadian Rhythms Circadian rhythms pertain to changes in body function that occur throughout a 24-hour period.,0.0
The majority of arthropods live on land.,The majority of arthropods live on land.,0.0
"Their status has been comprehensively reported and periodically updated--by species and by major ecological group--by the National Marine Fisheries Service in the federal report Our Living Oceans (National Oceanic and Atmospheric Administration 1991c, 1992, 1993, and 1996).","Their status has been comprehensively reported and periodically updated--by species and by major ecological group--by the National Marine Fisheries Service in the federal report Our Living Oceans (National Oceanic and Atmospheric Administration 1991c, 1992, 1993, and 1996).",0.0
Binary compounds of carbon with less electronegative elements are called carbides.,Binary compounds of carbon with less electronegative elements are called carbides.,0.0
Each antibody can bind to only one specific antigen.,Each antibody can bind to only one specific antigen.,0.0
People can help keep a forest a good place for birds to live by preventing too many trees from being cut down.,People can help keep a forest a good place for birds to live by preventing too many trees from being cut down.,0.0
"Don't make atom bombs, don't kill animals, don't pollute the air or anything.","Don't make atom bombs, don't kill animals, don't pollute the air or anything.",0.0
This chapter reviews simple and compound machines.,This chapter reviews simple and compound machines.,0.0
There are one electrons in the hydrogen atom.,There are one electrons in the hydrogen atom.,0.0
Air pollution can result in acid rain.,Air pollution can result in acid rain.,0.0
"The lunar crust is rich in the mineral plagioclase and has an average crustal thickness of 60-70 kilometers, which is about 3 times the average crustal thickness on Earth.","The lunar crust is rich in the mineral plagioclase and has an average crustal thickness of 60-70 kilometers, which is about 3 times the average crustal thickness on Earth.",0.0
Both macromolecules (large molecules) are required for control of cellular activity and to sustain cellular activity.,Both macromolecules (large molecules) are required for control of cellular activity and to sustain cellular activity.,0.0
The diagram below shows a polypeptide chain and two adjacent cysteine groups.,The diagram below shows a polypeptide chain and two adjacent cysteine groups.,0.0
"Gametes, the sperm and eggs, are produced by mitosis in the haploid  gametophyte.","Gametes, the sperm and eggs, are produced by mitosis in the haploid  gametophyte.",0.0
Reproduction is usually sexual.,Reproduction is usually sexual.,0.0
There exist in many States rules concerning the matters addressed in this article.,There exist in many States rules concerning the matters addressed in this article.,0.0
Elastic energy is the total potential and kinetic energy in a system.,Elastic energy is the total potential and kinetic energy in a system.,0.0
"They found four mutations, each a one-letter change in the genetic code three of which were not inherited.","They found four mutations, each a one-letter change in the genetic code three of which were not inherited.",0.0
Food poisoning is another term for foodborne illness.,Food poisoning is another term for foodborne illness.,0.0
"The magnetic North pole is not in the same place as the 'real' North pole, the point where the (imaginary) rotational axis of the earth sticks into the ice.","The magnetic North pole is not in the same place as the 'real' North pole, the point where the (imaginary) rotational axis of the earth sticks into the ice.",0.0
Gases such as co2 and methane can trap thermal energy in earth's atmosphere before radiating it into space.,Gases such as co2 and methane can trap thermal energy in earth's atmosphere before radiating it into space.,0.0
The common cold and flu are examples of human diseases caused by viruses.,The common cold and flu are examples of human diseases caused by viruses.,0.0
Most of the earth's freshwater is in the form of frozen.,Most of the earth's freshwater is in the form of frozen.,0.0
"Humans are unique in their ability to alter their environment with the conscious purpose of increasing carrying capacity, which acts as a limiting factor on populations in general.","Humans are unique in their ability to alter their environment with the conscious purpose of increasing carrying capacity, which acts as a limiting factor on populations in general.",0.0
liquids have definite volume but take the shape of their container;,liquids have definite volume but take the shape of their container;,0.0
"Twenty-four hours equals one day and night on Earth, the length of time it takes the Earth to rotate once on its axis.","Twenty-four hours equals one day and night on Earth, the length of time it takes the Earth to rotate once on its axis.",0.0
The ears are an external feature in human beings is responsible for balance.,The ears are an external feature in human beings is responsible for balance.,0.0
Kinetic engergy is the energy of anything in motion.,Kinetic engergy is the energy of anything in motion.,0.0
Scissors are compound machines.,Scissors are compound machines.,0.0
Trichomoniasis is cause by a protozoa.,Trichomoniasis is cause by a protozoa.,0.0
Reflex behaviors are the only innate behaviors in humans.,Reflex behaviors are the only innate behaviors in humans.,0.0
Scientists know that some mountains were once at the bottom of an ocean because marine fossils have been found on the peaks of some mountains.,Scientists know that some mountains were once at the bottom of an ocean because marine fossils have been found on the peaks of some mountains.,0.0
"The exhaust heat from the combustion turbine is used to provide steam to steam-turbine driven RO units (ROS), and part of the steam could be used to generate additional electrical power in a steam-turbine generator, if required.","The exhaust heat from the combustion turbine is used to provide steam to steam-turbine driven RO units (ROS), and part of the steam could be used to generate additional electrical power in a steam-turbine generator, if required.",0.0
Hormones send signals through your body.,Hormones send signals through your body.,0.0
Prokaryotic cells' organelles because not membrane-bound.,Prokaryotic cells' organelles because not membrane-bound.,0.0
"The main parts of the cells are the cell membrane, nucleus, and the liquid cytoplasm between these two.","The main parts of the cells are the cell membrane, nucleus, and the liquid cytoplasm between these two.",0.0
"From observations as simple as blowing up a balloon, it is clear that increasing the amount of gas increases the volume.","From observations as simple as blowing up a balloon, it is clear that increasing the amount of gas increases the volume.",0.0
Tsunamis can be formed when Earthquakes happen underwater.,Tsunamis can be formed when Earthquakes happen underwater.,0.0
A(n) anion is formed when an element gains one or more electrons.,A(n) anion is formed when an element gains one or more electrons.,0.0
"When the helium is gone, the stars become white dwarfs.","When the helium is gone, the stars become white dwarfs.",0.0
This is a monoclonal antibody that binds to this growth factor receptor on the surface of the cancer cell.,This is a monoclonal antibody that binds to this growth factor receptor on the surface of the cancer cell.,0.0
"In most electric power plants, water is heated and converted into steam, which drives a turbine-generator to produce electricity.","In most electric power plants, water is heated and converted into steam, which drives a turbine-generator to produce electricity.",0.0
Industry is the greatest source of hazardous waste.,Industry is the greatest source of hazardous waste.,0.0
"The cells of a plant are organized into dermal, vascular, and ground tissue systems III.","The cells of a plant are organized into dermal, vascular, and ground tissue systems III.",0.0
"Nuclear fusion, which results because of great pressure at the center of a star, causes stars to shine.","Nuclear fusion, which results because of great pressure at the center of a star, causes stars to shine.",0.0
Mercury Radar Image Mercury is the closest planet to the Sun.,Mercury Radar Image Mercury is the closest planet to the Sun.,0.0
"The right atrium receives oxygen-poor blood from the body, then pumps the blood into the right ventricle.","The right atrium receives oxygen-poor blood from the body, then pumps the blood into the right ventricle.",0.0
Most growing plant cells expand through water uptake.,Most growing plant cells expand through water uptake.,0.0
"Urine travels down tubes called ureters into a muscular sac called the urinary bladder, which stores the urine.","Urine travels down tubes called ureters into a muscular sac called the urinary bladder, which stores the urine.",0.0
Iguassu falls is the largest waterfall on the planet.,Iguassu falls is the largest waterfall on the planet.,0.0
A diploid cell is a cell with two chromosomes.,A diploid cell is a cell with two chromosomes.,0.0
A human zygote has 23 pair of chromosomes.,A human zygote has 23 pair of chromosomes.,0.0
Animals that feed (exclusively) on animals are called carnivores .,Animals that feed (exclusively) on animals are called carnivores .,0.0
Limiting the number of cars on the roads would most likely improve the air quality in large texas cities.,Limiting the number of cars on the roads would most likely improve the air quality in large texas cities.,0.0
The Julian calendar had a 12-month year measuring 365.25 days - an attempt to duplicate the time it takes the Earth to make a complete revolution around the sun.,The Julian calendar had a 12-month year measuring 365.25 days - an attempt to duplicate the time it takes the Earth to make a complete revolution around the sun.,0.0
"The device does nothing to disrupt ovulation, the menstrual cycle, or to thicken the cervical mucus.","The device does nothing to disrupt ovulation, the menstrual cycle, or to thicken the cervical mucus.",0.0
The ph scale is used to succinctly communicate the acidity or basicity of a solution.,The ph scale is used to succinctly communicate the acidity or basicity of a solution.,0.0
"Put the independent variable, which is controlled by the experimenter, on the x axis.","Put the independent variable, which is controlled by the experimenter, on the x axis.",0.0
"This type of antibodies are therefore able to recognise two different antigens, one at their Fab region and a second one at the Fc region, hence the name of bispecific antibodies.","This type of antibodies are therefore able to recognise two different antigens, one at their Fab region and a second one at the Fc region, hence the name of bispecific antibodies.",0.0
The name of film that polyester fibers form is mylar.,The name of film that polyester fibers form is mylar.,0.0
All cells need energy for processes like active transport.,All cells need energy for processes like active transport.,0.0
"Later, I will explain the reasoning Sitchin uses in terms of why it is possible for &quot;people&quot; of one planet to live phenomenal life-spans in comparison to our planet's human life cycle.","Later, I will explain the reasoning Sitchin uses in terms of why it is possible for &quot;people&quot; of one planet to live phenomenal life-spans in comparison to our planet's human life cycle.",0.0
Distance is defined as the magnitude or size of displacement between two positions.,Distance is defined as the magnitude or size of displacement between two positions.,0.0
The vivid colors of flowers are an adaptation designed to encourage pollination by animals such as insects and birds.,The vivid colors of flowers are an adaptation designed to encourage pollination by animals such as insects and birds.,0.0
"That is about six minutes, or one percent, longer than the radio rotational period measured by the Voyager 1 and Voyager 2 spacecraft, which flew by Saturn in 1980 and 1981.","That is about six minutes, or one percent, longer than the radio rotational period measured by the Voyager 1 and Voyager 2 spacecraft, which flew by Saturn in 1980 and 1981.",0.0
The water cycle involves movement of water between air and land.,The water cycle involves movement of water between air and land.,0.0
the function of each type of blood vessel in the circulatory system.,the function of each type of blood vessel in the circulatory system.,0.0
"They use the sun's radiant energy in photosynthesis to manufacture glucose, carbohydrate and other plant cells.","They use the sun's radiant energy in photosynthesis to manufacture glucose, carbohydrate and other plant cells.",0.0
"For osteoporosis, alternative therapies may include calcium and vitamin D supplements, agents such as alendronate and calcitonin, and preventive therapies such as exercise and calcium-rich diets.","For osteoporosis, alternative therapies may include calcium and vitamin D supplements, agents such as alendronate and calcitonin, and preventive therapies such as exercise and calcium-rich diets.",0.0
Light with the longest wavelengths is called infrared light.,Light with the longest wavelengths is called infrared light.,0.0
Water exists on earth in three matter states states.,Water exists on earth in three matter states states.,0.0
Heart disease remains the leading cause of death in the United States and the burden of heart disease continues to be significant in an aging population.,Heart disease remains the leading cause of death in the United States and the burden of heart disease continues to be significant in an aging population.,0.0
Outline the life cycle of nonvascular plants.,Outline the life cycle of nonvascular plants.,0.0
A(n) carnivore is at the top of the energy pyramid.,A(n) carnivore is at the top of the energy pyramid.,0.0
"Wednesday October 25th, 2000 Today's lecture covered carbocation rearrrangements, addition of water and alcohols to alkenes and catalytic hydrogenation.","Wednesday October 25th, 2000 Today's lecture covered carbocation rearrrangements, addition of water and alcohols to alkenes and catalytic hydrogenation.",0.0
"Although they differ vastly in hardness, pencil lead and diamonds both contain carbon.","Although they differ vastly in hardness, pencil lead and diamonds both contain carbon.",0.0
Chemistry is defined as the study of matter.,Chemistry is defined as the study of matter.,0.0
Name the structure formed by these two cells.,Name the structure formed by these two cells.,0.0
They have a thick layer of skin that keeps them floating.,They have a thick layer of skin that keeps them floating.,0.0
macromolecules Large molecules made up of many small organic molecules that are often referred to as monomers;,macromolecules Large molecules made up of many small organic molecules that are often referred to as monomers;,0.0
You call the movement of molecules across a membrane without the input of energy passive transport.,You call the movement of molecules across a membrane without the input of energy passive transport.,0.0
The parasympathetic nervous system slows down some of these systems.,The parasympathetic nervous system slows down some of these systems.,0.0
"During photosynthesis, energy from the sun is converted to glucose after entering a plant.","During photosynthesis, energy from the sun is converted to glucose after entering a plant.",0.0
A parallel circuit is best described as: electricity flows along more than one pathway,A parallel circuit is best described as: electricity flows along more than one pathway,0.0
"use an understanding of conductors and insulators to explain in  terms of electrons what happens when objects are charged by friction, contact, and induction or grounded by touching.","use an understanding of conductors and insulators to explain in  terms of electrons what happens when objects are charged by friction, contact, and induction or grounded by touching.",0.0
Evidence from plastid DNA sequence data and morphology.,Evidence from plastid DNA sequence data and morphology.,0.0
Contact spread by pathogens that are present in secretions.,Contact spread by pathogens that are present in secretions.,0.0
"If an accident happens during a science experiment, the first thing a student should do is report to the teacher.","If an accident happens during a science experiment, the first thing a student should do is report to the teacher.",0.0
"When ozone is injected into whole blood it forms various compounds, similar compounds are present in ozonated olive oil.","When ozone is injected into whole blood it forms various compounds, similar compounds are present in ozonated olive oil.",0.0
Insulin is made up of two polypeptide chains.,Insulin is made up of two polypeptide chains.,0.0
There are six types types of simple machines.,There are six types types of simple machines.,0.0
"God causes water to expand and contract as other substances do, according to the rule that heat expands and cold contracts.","God causes water to expand and contract as other substances do, according to the rule that heat expands and cold contracts.",0.0
Animals can transport the waste material known as urea in the circulatory system and store it safely at high concentrations.,Animals can transport the waste material known as urea in the circulatory system and store it safely at high concentrations.,0.0
Depth and density influence the pressure of fluids.,Depth and density influence the pressure of fluids.,0.0
The largest known proteins are titins.,The largest known proteins are titins.,0.0
all matter is composed of elements or combinations of elements.,all matter is composed of elements or combinations of elements.,0.0
Ice wedging occurs because water expands.,Ice wedging occurs because water expands.,0.0
You call the lightless part of the ocean aphotic zone.,You call the lightless part of the ocean aphotic zone.,0.0
All solutions contain at least two substances.,All solutions contain at least two substances.,0.0
"Describe the roles of primary producers, herbivores, carnivores, decomposers, parasites, and mutualistic organisms in the energy flow and nutrient cycling of an ecosystem.","Describe the roles of primary producers, herbivores, carnivores, decomposers, parasites, and mutualistic organisms in the energy flow and nutrient cycling of an ecosystem.",0.0
Insight learning is done from past experiences and reasoning.,Insight learning is done from past experiences and reasoning.,0.0
Most of the earth's freshwater is in the form of frozen.,Most of the earth's freshwater is in the form of frozen.,0.0
"Other sites include the stomach, duodenum, ileum, and colon.","Other sites include the stomach, duodenum, ileum, and colon.",0.0
New plants start sprouting two months later after a forest fire.,New plants start sprouting two months later after a forest fire.,0.0
Cell Mobility &amp; Cytoskeleton --,Cell Mobility &amp; Cytoskeleton --,0.0
Gravity causes rocks to roll downhill.,Gravity causes rocks to roll downhill.,0.0
"Hikers can explore the entire glacier area in a good day, however a number of campsites are available at a number of high-country lakes.","Hikers can explore the entire glacier area in a good day, however a number of campsites are available at a number of high-country lakes.",0.0
Certain characteristics are frequently inherited together because of linkage.,Certain characteristics are frequently inherited together because of linkage.,0.0
Producing light without a high temperature is called luminescence.,Producing light without a high temperature is called luminescence.,0.0
A winter storm is called a blizzard.,A winter storm is called a blizzard.,0.0
Populations living in one place form a community.,Populations living in one place form a community.,0.0
Bees are naturalized on every continent except antarctica.,Bees are naturalized on every continent except antarctica.,0.0
Vascular plants have tube-like structures that transport water from the roots to the stem to the leaves.,Vascular plants have tube-like structures that transport water from the roots to the stem to the leaves.,0.0
"Iceland sits astride the Mid-Atlantic Ridge, part of the world-circling undersea mountain system that is the locus of new crust formation.","Iceland sits astride the Mid-Atlantic Ridge, part of the world-circling undersea mountain system that is the locus of new crust formation.",0.0
"Protons and neutrons are made of quarks, which are fundamental particles of matter.","Protons and neutrons are made of quarks, which are fundamental particles of matter.",0.0
"Two types of photoreceptor cells, rods and cones, mediate the response to light in the mammalian retina.","Two types of photoreceptor cells, rods and cones, mediate the response to light in the mammalian retina.",0.0
"This law says that when a chemical reaction rearranges atoms into a new product, the mass of the reactants (chemicals before the chemical reaction) is the same as the mass of the products (the new chemicals made).","This law says that when a chemical reaction rearranges atoms into a new product, the mass of the reactants (chemicals before the chemical reaction) is the same as the mass of the products (the new chemicals made).",0.0
Female gender typically experiences growth spurts first.,Female gender typically experiences growth spurts first.,0.0
"When magma reaches the surface through cracks in the earth's crust, a volcanic eruption occurs.","When magma reaches the surface through cracks in the earth's crust, a volcanic eruption occurs.",0.0
The parasympathetic system returns the body to homeostasis.,The parasympathetic system returns the body to homeostasis.,0.0
